kode_provinsi,nama_provinsi,kode_kabkota,nama_kabkota,kecamatan,tahun,program,jumlah_penduduk,jumlah_penduduk_miskin,kategori,blm_apbn,blm_apbd,total_blm
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Gondokusuman,2011,PNPM Perkotaan,45832,1990,Tidak Miskin,285,,285
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Gondokusuman,2012,PNPM Perkotaan,45832,1990,Tidak Miskin,427.5,22.5,450
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Gondokusuman,2013,PNPM Perkotaan,45832,1990,Tidak Miskin,356.25,18.75,375
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Gondomanan,2009,PNPM Perkotaan,13069,1699,Sedang,240,60,300
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Gondomanan,2010,PNPM Perkotaan,13069,1699,Sedang,280,70,350
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Gondomanan,2011,PNPM Perkotaan,13069,1699,Sedang,50,,50
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Gondomanan,2012,PNPM Perkotaan,13069,1699,Sedang,190,10,200
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Gondomanan,2013,PNPM Perkotaan,13069,1699,Sedang,261.25,13.75,275
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Jetis,2009,PNPM Perkotaan,23371,1937,Tidak Miskin,840,210,1050
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Jetis,2010,PNPM Perkotaan,23371,1937,Tidak Miskin,480,120,600
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Jetis,2011,PNPM Perkotaan,23371,1937,Tidak Miskin,75,,75
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Jetis,2012,PNPM Perkotaan,23371,1937,Tidak Miskin,285,15,300
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Jetis,2013,PNPM Perkotaan,23371,1937,Tidak Miskin,451.25,23.75,475
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Kotagede,2009,PNPM Perkotaan,32421,2449,Tidak Miskin,720,180,900
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Kotagede,2010,PNPM Perkotaan,32421,2449,Tidak Miskin,520,130,650
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Kotagede,2011,PNPM Perkotaan,32421,2449,Tidak Miskin,560,120,680
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Kotagede,2012,PNPM Perkotaan,32421,2449,Tidak Miskin,775,25,800
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Kotagede,2013,PNPM Perkotaan,32421,2449,Tidak Miskin,213.75,11.25,225
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Kraton,2009,PNPM Perkotaan,17605,1490,Tidak Miskin,600,150,750
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Kraton,2010,PNPM Perkotaan,17605,1490,Tidak Miskin,200,50,250
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Kraton,2011,PNPM Perkotaan,17605,1490,Tidak Miskin,330,50,380
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Kraton,2012,PNPM Perkotaan,17605,1490,Tidak Miskin,387.5,12.5,400
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Kraton,2013,PNPM Perkotaan,17605,1490,Tidak Miskin,332.5,17.5,350
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Mantrijeron,2009,PNPM Perkotaan,31439,2833,Tidak Miskin,648,162,810
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Mantrijeron,2010,PNPM Perkotaan,31439,2833,Tidak Miskin,,,0
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Mantrijeron,2011,PNPM Perkotaan,31439,2833,Tidak Miskin,135,,135
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Mantrijeron,2012,PNPM Perkotaan,31439,2833,Tidak Miskin,345,15,360
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Mantrijeron,2013,PNPM Perkotaan,31439,2833,Tidak Miskin,475,25,500
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Mergangsan,2009,PNPM Perkotaan,29521,2852,Tidak Miskin,840,210,1050
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Mergangsan,2010,PNPM Perkotaan,29521,2852,Tidak Miskin,480,120,600
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Mergangsan,2011,PNPM Perkotaan,29521,2852,Tidak Miskin,185,,185
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Mergangsan,2012,PNPM Perkotaan,29521,2852,Tidak Miskin,427.5,22.5,450
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Mergangsan,2013,PNPM Perkotaan,29521,2852,Tidak Miskin,332.5,17.5,350
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Ngampilan,2009,PNPM Perkotaan,16456,1249,Tidak Miskin,344,86,430
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Ngampilan,2010,PNPM Perkotaan,16456,1249,Tidak Miskin,,,0
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Ngampilan,2011,PNPM Perkotaan,16456,1249,Tidak Miskin,50,,50
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Ngampilan,2012,PNPM Perkotaan,16456,1249,Tidak Miskin,250,10,260
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Ngampilan,2013,PNPM Perkotaan,16456,1249,Tidak Miskin,142.5,7.5,150
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Pakualaman,2009,PNPM Perkotaan,9460,676,Tidak Miskin,120,30,150
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Pakualaman,2010,PNPM Perkotaan,9460,676,Tidak Miskin,240,60,300
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Pakualaman,2011,PNPM Perkotaan,9460,676,Tidak Miskin,50,,50
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Pakualaman,2012,PNPM Perkotaan,9460,676,Tidak Miskin,190,10,200
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Pakualaman,2013,PNPM Perkotaan,9460,676,Tidak Miskin,142.5,7.5,150
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Tegalrejo,2009,PNPM Perkotaan,35127,3194,Tidak Miskin,624,156,780
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Tegalrejo,2011,PNPM Perkotaan,35127,3194,Tidak Miskin,100,,100
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Tegalrejo,2012,PNPM Perkotaan,35127,3194,Tidak Miskin,570,30,600
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Tegalrejo,2013,PNPM Perkotaan,35127,3194,Tidak Miskin,665,35,700
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Umbulharjo,2009,PNPM Perkotaan,76418,4302,Tidak Miskin,1496,374,1870
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Umbulharjo,2010,PNPM Perkotaan,76418,4302,Tidak Miskin,,,0
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Umbulharjo,2011,PNPM Perkotaan,76418,4302,Tidak Miskin,465,,465
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Umbulharjo,2012,PNPM Perkotaan,76418,4302,Tidak Miskin,905,35,940
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Umbulharjo,2013,PNPM Perkotaan,76418,4302,Tidak Miskin,498.75,26.25,525
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Wirobrajan,2009,PNPM Perkotaan,26970,2559,Tidak Miskin,528,132,660
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Wirobrajan,2010,PNPM Perkotaan,26970,2559,Tidak Miskin,,,0
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Wirobrajan,2011,PNPM Perkotaan,26970,2559,Tidak Miskin,75,,75
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Wirobrajan,2012,PNPM Perkotaan,26970,2559,Tidak Miskin,345,15,360
34,Prov. D I Yogyakarta,3471,Kota Yogyakarta,Wirobrajan,2013,PNPM Perkotaan,26970,2559,Tidak Miskin,475,25,500
